tweet_id, tweet_time, tweet_author, tweet_author_id, tweet_language, tweet_lon, tweet_lat, tweet_text, tweet_url,label,location
'445126091514990592',Sun Mar 16 09:15:04 +0000 2014,worldofleedham,2266974702,en,151.1506433,-33.82680752,"And still the #MH370 mystery continues. If it was pilot suicide, wouldn't he have ditched the plane earlier? Why did he fly 7hrs off course?",https://twitter.com/worldofleedham/status/445126091514990592,Yes,Malaysia
'445233560220217344',Sun Mar 16 16:22:07 +0000 2014,Happiestmom2,2213930580,en,106.9165747,47.92393375,"Here's #MH370's flight path, and how it avoided radar coverage. http://t.co/3LvOKSVKdI",https://twitter.com/Happiestmom2/status/445233560220217344,Informative,Malaysia
'445258417700372481',Sun Mar 16 18:00:53 +0000 2014,webjac,14132674,en,-68.02598051,10.20114835,So accurate is creepy #malaysiaairlines http://t.co/yJf3S2MAqe,https://twitter.com/webjac/status/445258417700372481,No,Malaysia
'445259631531937792',Sun Mar 16 18:05:43 +0000 2014,LianaJane,41459335,en,-5.36027166,36.14582584,Can't they locate where these #pings were sent from? Otherwise what's the point in them #MH370,https://twitter.com/LianaJane/status/445259631531937792,No,Malaysia
'445260260102922240',Sun Mar 16 18:08:13 +0000 2014,zippowashani,55496993,en,36.7864436,-1.2901262,"Co-pilot of ET Airlines hijacks to seek assylum,#MH370 system disabled/diversion deliberate!!How can i trust Pilots anymore @KenyanAviation",https://twitter.com/zippowashani/status/445260260102922240,Yes,Malaysia
'445261116038742017',Sun Mar 16 18:11:37 +0000 2014,TKombo,575014849,en,-95.63039731,29.60115298,Flight 370 disappeared on 07.3; what a coincidence. http://t.co/g72J3KHdFl,https://twitter.com/TKombo/status/445261116038742017,No,Malaysia
'476512099338702848',Tue Jun 10 23:51:52 +0000 2014,diyanahmuis,68335868,en,101.7120547,3.15797512,Its been three months since MH370 disappeared _Á4 #PrayForMH370,https://twitter.com/diyanahmuis/status/476512099338702848,Personal,Malaysia
'541103479586963457',Sat Dec 06 05:34:57 +0000 2014,ele_caca,55486876,en,-122.015245,37.560619,#PrayForThePhilippines #PrayForVISAYAS _Á4 that's where allllll my relatives live.,https://twitter.com/ele_caca/status/541103479586963457,Not Informative,Philippines
'541142892547297280',Sat Dec 06 08:11:34 +0000 2014,Oliviadispo,1016518418,en,123.931172,10.346752,Keep safe everyone #RubyPH #Hagupit #typhoon #Mandaue,https://twitter.com/Oliviadispo/status/541142892547297280,Not Informative,Philippines
'541145362765848576',Sat Dec 06 08:21:23 +0000 2014,daneestonilo,556509916,en,121.060743,14.60194,Stay keep and safe! GOD BLESS US __F #PrayForThePhilippines,https://twitter.com/daneestonilo/status/541145362765848576,Not Informative,Philippines
'541145852299845632',Sat Dec 06 08:23:19 +0000 2014,simply_Aeron,472605067,en,-118.486332,34.257935,ÛÏ@KTLA:Hundreds of thousands in Philippines flee approaching Typhoon Hagupit http://t.co/yVq441qDfK http://t.co/81tq5hIPmqÛ@JuanoDelRosario,https://twitter.com/simply_Aeron/status/541145852299845632,Other Relevant Information,Philippines
'541147836826800128',Sat Dec 06 08:31:12 +0000 2014,Saturdaydress,70007010,en,123.90109,10.289179,#RubyPh can't stop us!_Ê5 3rd batch of customers for today._ÊD__C Thank you so much for shopping with usÛ_ http://t.co/LVqnqGFfvl,https://twitter.com/Saturdaydress/status/541147836826800128,Not Informative,Philippines
'541164446022774784',Sat Dec 06 09:37:12 +0000 2014,KitesurfSiargao,2605219051,en,126.157693,9.781771,#typhoonhagupit kitesession on cabrinhakites gusty as fu*å´#@ but good fun wt all the crowd along theÛ_ http://t.co/VdAz4QFwib,https://twitter.com/KitesurfSiargao/status/541164446022774784,Humanitarian Aid Provided,Philippines
'541166131919458304',Sat Dec 06 09:43:54 +0000 2014,KatieHarrisonTF,438251774,en,-0.313428,51.415356,"Evacuation camps in Philippines will need to protect people from mozzies as well as shore up food, clean water, baby milk etc #Hagupit",https://twitter.com/KatieHarrisonTF/status/541166131919458304,Not Informative,Philippines
'541239606449287168',Sat Dec 06 14:35:52 +0000 2014,jamesinchicago,81126310,en,-87.635483,41.893811,God bless my friends in the Philippines.  #TyphoonHagupit,https://twitter.com/jamesinchicago/status/541239606449287168,Not Informative,Philippines
'541254261300936705',Sat Dec 06 15:34:06 +0000 2014,juntar,17215275,en,121.046144,14.567,"Heard an explosion a while ago, probabaly from a busted power tranformer nearby. Power still up in Bogo City. #RubyPH  9NewsPH",https://twitter.com/juntar/status/541254261300936705,Not Informative,Philippines
'541256904123494400',Sat Dec 06 15:44:36 +0000 2014,patrick_w9426,58392975,en,123.845724,9.611477,"Currently have the AC on ""high"" in anticipation for the blackout. #rubyPH #typhoonruby #hagupit",https://twitter.com/patrick_w9426/status/541256904123494400,Not Informative,Philippines
'541257277626265600',Sat Dec 06 15:46:05 +0000 2014,ohloveROCKS,631888429,en,121.005048,14.432298,Keep calm and pray __F#RubyPH,https://twitter.com/ohloveROCKS/status/541257277626265600,Other Relevant Information,Philippines
'541257678001950721',Sat Dec 06 15:47:41 +0000 2014,juntar,17215275,en,121.046144,14.567,"CEBECO II has cut-off power in Brgy. Nailon, the most critical area in Bogo City after power lines caused sparks. #RubyPH  #9newsph",https://twitter.com/juntar/status/541257678001950721,Other Relevant Information,Philippines
'541258148414099456',Sat Dec 06 15:49:33 +0000 2014,mavedark,143619541,en,123.901592,10.329768,Staying here for a night. Storm is here. #Hagupit #RubyPHReady http://t.co/NsOZvbqQwJ,https://twitter.com/mavedark/status/541258148414099456,Requests for Help/Needs,Philippines
'541258496985939968',Sat Dec 06 15:50:56 +0000 2014,bizzlebeybe,195281085,en,121.055547,14.612967,"Lord, do not allow us to be defeated __F__F #PrayForVisayas #RubyPH",https://twitter.com/bizzlebeybe/status/541258496985939968,Not Informative,Philippines
'541259868229758976',Sat Dec 06 15:56:23 +0000 2014,vhalhen123,141199148,en,103.848883,13.368495,"Here at SR,APG-RGB have exchange information&amp;discuss potential collaboration for #RubyPH #Hagupit cc @IndayTagala @Orla__Murphy @ChristyWVI",https://twitter.com/vhalhen123/status/541259868229758976,Not Informative,Philippines
'541264852790939648',Sat Dec 06 16:16:11 +0000 2014,greensboro_nc,28918980,en,-77.366452,35.61279,"#Greenville Typhoon's effects felt in Philippines; 600K flee - Greenville, NC | News ... - WNCT http://t.co/yKmGpPsadB #gvl @Greenville_",https://twitter.com/greensboro_nc/status/541264852790939648,Other Relevant Information,Philippines
'541271678278316032',Sat Dec 06 16:43:19 +0000 2014,mechelleflorita,71215622,en,123.900314,10.292486,"In barangay Malubog, 41 families/175 persons have evacuated to its brgy. hall and Day Care Center. @TheFreemanNews #RubyPH",https://twitter.com/mechelleflorita/status/541271678278316032,Other Relevant Information,Philippines
'541273623349055488',Sat Dec 06 16:51:02 +0000 2014,hitrishanicole,2298146497,en,121.183993,13.416194,ÛÏ@SaklapFriend: God's never stop guiding us and protecting us.Û #RubyPH,https://twitter.com/hitrishanicole/status/541273623349055488,Not Informative,Philippines
'541275109034430464',Sat Dec 06 16:56:57 +0000 2014,juntar,17215275,en,121.046143,14.567001,"Power n sports complex, Bogo City s now off. Pwr outage all over the city now as strong winds continue to batter the city. #RubyPH #9newsph",https://twitter.com/juntar/status/541275109034430464,Infrastructure Damage,Philippines
'541278463475191808',Sat Dec 06 17:10:16 +0000 2014,danessanesses,53577702,en,123.888177,10.293856,"""@sunstarcebu: .@ertecson: #Cebu's business district looks like a ghost town, unusual for a Saturday night. #RubyPH http://t.co/NxIZ7tFVgs""",https://twitter.com/danessanesses/status/541278463475191808,Not Informative,Philippines
'541309329866235904',Sat Dec 06 19:12:55 +0000 2014,lemmespeakfirst,159718658,en,122.556722,10.698645,"Woke up to the sound of rain. Read updates about the already affected areas of the #RubyPH. Please stay safe, everyone! Let's keep the faith",https://twitter.com/lemmespeakfirst/status/541309329866235904,Not Informative,Philippines
'541343063054888960',Sat Dec 06 21:26:58 +0000 2014,gReJeME,142041352,en,120.996963,14.559303,"Got an update from Catbalogan, Samar. TV Electricity and Communications are up but the There were areas flooded.. #RubPh #Hagupit #KeepSafe",https://twitter.com/gReJeME/status/541343063054888960,Not Informative,Philippines
'541346389243203585',Sat Dec 06 21:40:11 +0000 2014,louisedelacruz,60326415,en,121.111507,14.26798,"I'm praying that this is gonna be a safe and sound Sunday. Take care, everyone! Keep yourselves updated with the news. #RubyPH",https://twitter.com/louisedelacruz/status/541346389243203585,Not Informative,Philippines
'541350967053021185',Sat Dec 06 21:58:23 +0000 2014,iamdavidlozada,340779020,en,123.731955,13.152331,Gloomy skies here in Legazpi as #RubyPH makes its way to Masbate http://t.co/TQbQDgy5mC,https://twitter.com/iamdavidlozada/status/541350967053021185,Other Relevant Information,Philippines
'541358079456342016',Sat Dec 06 22:26:38 +0000 2014,ibastiee,1335985034,en,122.668,11.3444,"Good morning. __6 Ulan pa more. Jk lang.   a blessed Sunday.  #RubyPH @ Cuartero, Capiz http://t.co/7t1F5gsS5I",https://twitter.com/ibastiee/status/541358079456342016,Not Informative,Philippines
'541361452460695553',Sat Dec 06 22:40:02 +0000 2014,MonsieurJagooo,2315249838,en,122.748731,11.577475,#RubyPH #Hagupit is within our midst now. Keep safe everyone.,https://twitter.com/MonsieurJagooo/status/541361452460695553,Not Informative,Philippines
'541368442842918912',Sat Dec 06 23:07:49 +0000 2014,iamarttyaga,377283985,en,123.751823,13.096564,Wind gets stronger here in Albay #RubyPH,https://twitter.com/iamarttyaga/status/541368442842918912,Not Informative,Philippines
'541371841764667393',Sat Dec 06 23:21:19 +0000 2014,ElNidoArtcafe,1114723124,en,119.389846,11.178923,Calm morning here in El Nido  #elnido#12072014 #palawan#Philippines #rubyph#elnidotown #Pilipinas @ ElÛ_ http://t.co/qG8MReJDDw,https://twitter.com/ElNidoArtcafe/status/541371841764667393,Not Informative,Philippines
'541374942072143872',Sat Dec 06 23:33:39 +0000 2014,ScottHeidler,25454410,en,123.196597,13.632867,"Naga City getting rain tho winds are not as strong as last night. Storm v slow. We r heading south, stay tuned @AJEnglish @ajelive #Hagupit",https://twitter.com/ScottHeidler/status/541374942072143872,Other Relevant Information,Philippines
'541375811043856384',Sat Dec 06 23:37:06 +0000 2014,MatJosephFop,270729251,en,123.310338,9.306369,Overcast conditions here due to #RubyPH. Cebu province can be partially seen here. @ANCALERTS http://t.co/EYCDfUOB79,https://twitter.com/MatJosephFop/status/541375811043856384,Other Relevant Information,Philippines
'541377406926200834',Sat Dec 06 23:43:26 +0000 2014,gpph,17534649,en,121.049186,14.638853,"RT @zhandercayabyab Power lines down in Brgy.Pawing, Tacloban. Some utility poles fell on houses #RubyPH http://t.co/4XGFHUNVqV",https://twitter.com/gpph/status/541377406926200834,Not Informative,Philippines
'541379844441796608',Sat Dec 06 23:53:07 +0000 2014,litratonijuan,34898969,en,120.97821,14.5954,"Lord, please guide our nation that Typhoon Hagupit would weaken and that everyone will be safe.",https://twitter.com/litratonijuan/status/541379844441796608,Not Informative,Philippines
'541381996769841152',Sun Dec 07 00:01:41 +0000 2014,BooSoonYew67,400359877,en,100.30668,5.38054,@jeovanieD Amen brother.. and may God's mighty hand shield His children.. always..#Hagupit,https://twitter.com/BooSoonYew67/status/541381996769841152,Other Relevant Information,Philippines
'541394039577120769',Sun Dec 07 00:49:32 +0000 2014,badanggurl,38411057,en,103.940143,1.34499,Praying for ph #Hagupit,https://twitter.com/badanggurl/status/541394039577120769,Not Informative,Philippines
'541395253865885696',Sun Dec 07 00:54:21 +0000 2014,CamiiArcilla,45974482,en,124.229644,13.582516,Pagasa-Virac: #RubyPH now heading towards Masbate. Slowest speed recorded at 10kph.,https://twitter.com/CamiiArcilla/status/541395253865885696,Not Informative,Philippines
'541395500436426752',Sun Dec 07 00:55:20 +0000 2014,crlooo,1674483446,en,123.434355,10.052675,Good morning everyone - maggie #dog #maggie #labrador #sundaymorning #coldday #TyphoonHagupit @Û_ http://t.co/QR8mtGcj5f,https://twitter.com/crlooo/status/541395500436426752,Not Informative,Philippines
'541395701133881345',Sun Dec 07 00:56:08 +0000 2014,romMELrome,107315654,en,121.100522,14.62103,CNN says 7 kph RT @GoyYLarrazabal: Typhoon Hagupit is moving only at 15 kph???  That's NOT good!,https://twitter.com/romMELrome/status/541395701133881345,Not Informative,Philippines
'541400572013072386',Sun Dec 07 01:15:29 +0000 2014,arciagarj,1438482595,en,123.907719,10.312523,"So damn cold. #RubyPh #KeepCalmAndCareyLikeMariah @ Arciaga's Mansion, Hipodromo, Cebu City http://t.co/umlanmsQyg",https://twitter.com/arciagarj/status/541400572013072386,Other Relevant Information,Philippines
'541401920406298624',Sun Dec 07 01:20:51 +0000 2014,wek_allfamous,157020940,en,121.048471,14.534928,Off to an important mission today! _Ê1 #CrisisManagement mode! _Ê9 #RubyPh @ McKinley Hill http://t.co/vDyiATqIth,https://twitter.com/wek_allfamous/status/541401920406298624,Not Informative,Philippines
'541404073288028160',Sun Dec 07 01:29:24 +0000 2014,accrezii,191292914,en,-1.864557,54.848136,This is tacloban after the landfall. :((( #PrayForThePhilippines http://t.co/y2YwNAnExk,https://twitter.com/accrezii/status/541404073288028160,Other Relevant Information,Philippines
'541404491040313345',Sun Dec 07 01:31:04 +0000 2014,FriendsoWeather,1698165656,en,121.038505,14.638093,"12h after landfall &amp; Hagupit still hasn't moved from Samar, one of the poorest &amp; most landslide prone regions in PH. #TyphoonHagupit",https://twitter.com/FriendsoWeather/status/541404491040313345,Infrastructure Damage,Philippines
'541404702022180864',Sun Dec 07 01:31:54 +0000 2014,ningningmeow,321738163,en,55.299704,25.257608,Good morning. #PrayForThePhilippines #PrayForVISAYAS,https://twitter.com/ningningmeow/status/541404702022180864,Not Informative,Philippines
'541405938880888834',Sun Dec 07 01:36:49 +0000 2014,JasonTelmo,111923875,en,121.050101,14.552155,The calm before the storm... Metro Manila: Hours before Typhoon Hagupit comes.   #Repost @arisoleaÛ_ http://t.co/QumqHRSg03,https://twitter.com/JasonTelmo/status/541405938880888834,Other Relevant Information,Philippines
'541406669964472321',Sun Dec 07 01:39:43 +0000 2014,iammackoy,152152693,en,123.702155,10.307616,"TY Ruby last seen near Calbayog City, slightly weakened at 160kph max winds, 190kph gusts &amp; 15kph speed; heading over Masbate today. #RubyPH",https://twitter.com/iammackoy/status/541406669964472321,Other Relevant Information,Philippines
'541409307237941249',Sun Dec 07 01:50:12 +0000 2014,pauduks,290987951,en,121.157332,14.522498,Good Morning! I hope that everyone are in their safest place as soon as the typhoon passes us by stay safe everyone! #RubyPH,https://twitter.com/pauduks/status/541409307237941249,Not Informative,Philippines
'541409978515337216',Sun Dec 07 01:52:52 +0000 2014,MichaelSuace,2902988305,en,55.268481,25.232778,continue for philippines #Hagupit #TyphoonHagupit #TyphoonHagupit #PrayForThePhilippines #PrayForVISAYAS,https://twitter.com/MichaelSuace/status/541409978515337216,Not Informative,Philippines
'541412392081440770',Sun Dec 07 02:02:27 +0000 2014,soheblok,198093795,en,72.859066,19.27949,"""@breakingweather: #Hagupit will continue to bring devastating impacts to the Philippines through Sunday. http://t.co/ljmIyz8od5""",https://twitter.com/soheblok/status/541412392081440770,Not Informative,Philippines
'541417962456899584',Sun Dec 07 02:24:35 +0000 2014,iamdavidlozada,340779020,en,123.735056,13.140308,"Expected #RubyPH landfall in Albay is 1pm, according to local officials.",https://twitter.com/iamdavidlozada/status/541417962456899584,Not Informative,Philippines
'541418269303791616',Sun Dec 07 02:25:49 +0000 2014,ortaniza,1226854886,en,122.965841,10.696529,Good morning :)  #Chill #GodBlessEveryone #PrayForThePhilippines,https://twitter.com/ortaniza/status/541418269303791616,Not Informative,Philippines
'541419935637852162',Sun Dec 07 02:32:26 +0000 2014,itzfRitzZz,58079749,en,120.333362,16.066344,"ÛÏ@ABSCBNNews: UPDATE: At 9AM, Typhoon #RubyPH was located at 75km west of Catbalogan, Samar or at 80km Southeast of Masbate City",https://twitter.com/itzfRitzZz/status/541419935637852162,Not Informative,Philippines
'541420335132733440',Sun Dec 07 02:34:01 +0000 2014,jhessuuh,2411944482,en,121.009575,14.604246,"""#Hagupit slowed down to 15 km/h, giving it more time for heavy rainfall and potential wind gust up to 200 km/h http://t.co/sXhTEnffyf""",https://twitter.com/jhessuuh/status/541420335132733440,Other Relevant Information,Philippines
'541429549855039488',Sun Dec 07 03:10:38 +0000 2014,jaihang_jonas,529340740,en,88.307286,26.70184,Philippines was help them because her country western come river so help them,https://twitter.com/jaihang_jonas/status/541429549855039488,Not Informative,Philippines
'541429690926239744',Sun Dec 07 03:11:12 +0000 2014,supahjezzz,305438187,en,125.567149,7.055559,#Hagupit pray for PH _Á4__F,https://twitter.com/supahjezzz/status/541429690926239744,Not Informative,Philippines
'541430695269126144',Sun Dec 07 03:15:11 +0000 2014,elijahchellatto,92753309,en,123.960248,10.315753,"Good morning, hagupit _ÁB#vscocam http://t.co/VU9g56FbGM",https://twitter.com/elijahchellatto/status/541430695269126144,Other Relevant Information,Philippines
'541437470705856512',Sun Dec 07 03:42:07 +0000 2014,derfsy,24552216,en,121.92487,11.96092,#Hagupit (at D*Mall) [pic] ÛÓ https://t.co/NpIf8naPEz,https://twitter.com/derfsy/status/541437470705856512,Other Relevant Information,Philippines
'541445144348606465',Sun Dec 07 04:12:36 +0000 2014,davidynamicuno,64988313,en,120.972601,14.653907,"So #walangpasok for Pasay, Pasig, ParaÌ±aque and Navotas already for tomorrow. Hmm...",https://twitter.com/davidynamicuno/status/541445144348606465,Other Relevant Information,Philippines
'541447964787343360',Sun Dec 07 04:23:49 +0000 2014,attyrrr,61954773,en,120.854467,14.85171,No storm can defeat the indubitable Filipino spirit! God is with us always. #TyphoonHagupit #TyphoonRuby,https://twitter.com/attyrrr/status/541447964787343360,Not Informative,Philippines
'541451286823333888',Sun Dec 07 04:37:01 +0000 2014,misseeeerica,68089518,en,120.998034,14.540017,#prayforphilippines #hagupit #supertyphoon #rubyruby __C @ Outer Space http://t.co/Qmd3NiGYLZ,https://twitter.com/misseeeerica/status/541451286823333888,Not Informative,Philippines
'541453159529328640',Sun Dec 07 04:44:27 +0000 2014,derfsy,24552216,en,121.92501,11.96061,#Hagupit (at Boracay Island) [pic] ÛÓ https://t.co/NMOAoB7qe8,https://twitter.com/derfsy/status/541453159529328640,Not Informative,Philippines
'541455628787806208',Sun Dec 07 04:54:16 +0000 2014,inday_joy,2371373252,en,121.037,14.6439,Please pray for those who are affected by #typhoonruby #hagupit..#prayforthephilippinesÛ_ http://t.co/LAtLIk5p1J,https://twitter.com/inday_joy/status/541455628787806208,Not Informative,Philippines
'541456634841944064',Sun Dec 07 04:58:16 +0000 2014,CocoMartinWazon,38667891,en,120.993489,14.781157,"Life right nao. Go away Hagupit/Ruby :( @ Prenza II, Marilao, Bulacan http://t.co/8iCihv341d",https://twitter.com/CocoMartinWazon/status/541456634841944064,Other Relevant Information,Philippines
'541456913888591872',Sun Dec 07 04:59:22 +0000 2014,Thumbfriends,2369831852,en,121.098937,14.596147,ÛÏ@AstroTerry: This storm looks amazingly dangerous- praying for the people of the Philipines http://t.co/IpGqSDFRxEÛ #RubyPH,https://twitter.com/Thumbfriends/status/541456913888591872,Not Informative,Philippines
'541458795701223424',Sun Dec 07 05:06:51 +0000 2014,webwatcher88,26199833,en,121.061444,14.541001,shameless #selfie as hagupit nears central philippines this gloomy sunday @ The Rustic House http://t.co/JuiXIwSmhh,https://twitter.com/webwatcher88/status/541458795701223424,Not Informative,Philippines
'541459952259186689',Sun Dec 07 05:11:27 +0000 2014,JAdP,14976542,en,121.079816,14.610594,With @CZDS having lunch @cibo_ph @eastwoodmall_ on a windy day as #TyphoonHagupit Ruby hits to the south,https://twitter.com/JAdP/status/541459952259186689,Other Relevant Information,Philippines
'541460778184757250',Sun Dec 07 05:14:44 +0000 2014,aerithisabelle,2449275409,en,121.032513,14.677658,"Lord, bless and secure those people who need your mercy.  #RubyPH",https://twitter.com/aerithisabelle/status/541460778184757250,Not Informative,Philippines
'541461893261447168',Sun Dec 07 05:19:09 +0000 2014,ICVAAsia,2615457637,en,100.562077,13.726573,@ICVAnetwork member @CARE assesses damage from #Hagupit #PHRuby https://t.co/AKDwqLfhku,https://twitter.com/ICVAAsia/status/541461893261447168,Humanitarian Aid Provided,Philippines
'541462336058310657',Sun Dec 07 05:20:55 +0000 2014,aprilmaeow,84505812,en,55.158782,25.091574,Need lots of prayers for my country! #PrayForThePhilippines kaya natin yan!,https://twitter.com/aprilmaeow/status/541462336058310657,Not Informative,Philippines
'541463759982559232',Sun Dec 07 05:26:34 +0000 2014,tabithacabanos,2353196678,en,121.074328,14.632621,Please spread this! Very inhumane! #RubyPH http://t.co/6zuFmQNLPf,https://twitter.com/tabithacabanos/status/541463759982559232,Not Informative,Philippines
'541465262260637696',Sun Dec 07 05:32:33 +0000 2014,derfsy,24552216,en,121.924968,11.962132,"No Swimming.  #boracay #philippines #paradise #hagupit #RubyPH @ White Beach, Boracay http://t.co/4dmvF9PJrt",https://twitter.com/derfsy/status/541465262260637696,Not Informative,Philippines
'541467308074344449',Sun Dec 07 05:40:40 +0000 2014,ceebeewho,74628091,en,121.021283,14.553202,"Dear Ruby, can you please leave now? #RubyPH _Á4__F__F__F",https://twitter.com/ceebeewho/status/541467308074344449,Other Relevant Information,Philippines
'541468200920428544',Sun Dec 07 05:44:13 +0000 2014,jisarafael,23573406,en,122.961892,10.699984,While waiting ..... #RubyPh #ColdWeather #Friendsforkeeps #HappySunday #blessed  #ysaydiairiesÛ_ http://t.co/QeEByuRF0s,https://twitter.com/jisarafael/status/541468200920428544,Not Informative,Philippines
'541470084028715008',Sun Dec 07 05:51:42 +0000 2014,AAMills,36637021,en,16.351219,48.227557,Typhoon sweeps across Philippines http://t.co/LyH2BnHPx0,https://twitter.com/AAMills/status/541470084028715008,Other Relevant Information,Philippines
'541471077407264768',Sun Dec 07 05:55:39 +0000 2014,rodtemplado,2780587915,en,123.434732,7.825762,#RubyPH may the seven Gods grant you safe passage as you pass us by  Don't feel reserved in ravaging corrupt politicians along your way,https://twitter.com/rodtemplado/status/541471077407264768,Not Informative,Philippines
'541471462037532672',Sun Dec 07 05:57:11 +0000 2014,AIRAntheworld,97842097,en,120.972227,14.640704,"ÛÏ@ANCALERTS: Caloocan suspends classes from elementary to high school tom, Dec.8, 2014. #RubyPH #walangpasokÛ@YESmar18",https://twitter.com/AIRAntheworld/status/541471462037532672,Other Relevant Information,Philippines
